Fecha de publicacion;Codigo del proceso;Tipo de proceso;Objeto del proceso;Presupuesto referencial - USD;Partida presupuestaria;Monto de la adjudicacion - usd;Etapa de la contratacion;Identificacion del contratista;Link para descargar el proceso de contratacion desde el portal de compras publicas
2025-05-27;RE-PU-EPN-2025-004;Regimen Especial - Bienes y Servicios únicos;Servicio de mantenimiento preventivo para los equipos especializados del lacbal;15600;530404;15600;Ejecución de contrato;1792150248001;https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=lQHwtEZb4bOm1liu6xLczoY-wwDMzSNnApbCP6j3M5E,
2025-10-17;RE-CEP-EPN-2025-012;Régimen Especial - Contratos entre entidades públicas o sus subsidiarias;Servicio de seguridad para la detección y respuesta a incidentes de seguridad en puntos finales de la escuela politécnica nacional;16860.3;530702;16860.3;Ejecución de contrato;17681525600011;https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=qF3b403dRl8ROqNx5tDHrcXKmD8ee_Ai0RB99PU_vSo,
2025-10-23;RE-PU-EPN-2025-013;Regimen especial - Bienes y Servicios únicos;Contratar el servicio de red avanzada;266736.36;530105;266736.36;Ejecución de contrato;0992284269001;https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=Ph1Ex0vTVEll6uuzYS4Neh9jBN6Sak91xaO2KrTOrqI,
2025-06-02;SIE-EPN-2025-007;Subasta Inversa Electronica;Mantenimiento del espectrómetro de fluorescencia de rayos x marca bruker modelo s8 tiger;14475;530404;13678.88;En recepción;1791402391001;https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=pHpQHNua09qG6P7XoX81x9ClsGmOpx3RlwIsxAIqJm0,
2025-06-30;SIE-EPN-2025-011;Subasta Inversa Electronica;Adquisición de un banco de pruebas de bomba operando como turbina para el laboratorio de mecánica de fluidos de la fim;21700;840104;20593.3;Ejecución de contrato;1793206666001;https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=DGZ4xcP05el1NzXxbfL53Czqv31JBUaiuFrznsC57EE,
2025-07-08;SIE-EPN-2025-013;Subasta Inversa Electronica;Adquirir un brazo robótico antropomórfico para el laboratorio de mecatrónica de la fim;9950.83;840104;7300;Ejecución de contrato;1791334132001;www.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=3acYNiICCJHmse-lts9D8YtVUtk3ebBw1Dw-g9nPmOQ,
2025-08-28;SIE-EPN-2025-021;Subasta Inversa Electronica;Contratar el servicio de transporte para facilitar la movilización del personal de la epn al inicio y finalización de la jornada laboral ordinaria.;536580;530000;503848;Ejecución de contrato;1790686647001;https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=hRTrAQFY1NuPzUql7ttQlDmp0LWoYGct_DP1tpz1LjI,
2025-07-31;SIE-EPN-2025-023;Subasta Inversa Electronica;Adquisición de audio, video y control para la sala de consejo politécnico;45781;530813;38900;Ejecución de contrato;1792621569001;www.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=3zbtsvBqYoelMaCNUT3fgHJ6EuxemOjydU8jih3ldfQ,
2025-10-21;SIE-EPN-2025-025;Subasta Inversa Electronica;Adquirir computadores de alto rendimiento para actividades de enseñanza aprendizaje;12075.09;530704;11350.58;Ejecución de contrato;1792458609001;https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=TTF9kX3E66ezyBqkDUBdHYMWRFIOvGJgusszFh7o5Fo,
2025-09-23;SIE-EPN-2025-026;Subasta Inversa Electronica;Adquirir el soporte y garantía para equipos del supercomputador;16000;530701;13760;Ejecución de contrato;1790885186001;https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=mcAMVswIF-pcyMNfuz-U_DHlMxl4rc6TFropCp_o5dQ,
2025-10-01;SIE-EPN-2025-027;Subasta Inversa Electronica;Adquirir un dron y cámara de fotogrametría para el departamento de geología;36276;840104;33736.68;Ejecución de contrato;1706647821001;https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=QGwYuVIU7IRXr2PXrD6rFC1MciH-4Dzyj_oDB35pjjI,
2025-10-21;SIE-EPN-2025-029;Subasta Inversa Electronica;Servicio de retapizado de sillas para la facultad de ingeniería de sistemas;17624;530403;16566.56;Ejecución de contrato;1802642692001;https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=4e5_w-YaF7KRq9ZpFk_bUPgrYFfQVQSapa4oGjUMv38,
2025-11-26;SIE-EPN-2025-018;Subasta Inversa Electrónica;Adquirir un balanceador de carga para la escuela politécnica nacional;43101.92;530701;31600;Adjudicado - registro de contratos;1792589142001;https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=fbXr26vPx9RnCYwilHOrC3fy8oHtmWW1AYvSn4hgrBQ,
2025-11-17;SIE-EPN-2025-030;Subasta Inversa Electrónica;Repotenciar el procesamiento del supercomputador modemat;18874.04;840107;11900;Adjudicado - registro de contratos;1792034884001;https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=rUCcRfSaXRYNiI5eVn49WZFxRsYQ6vf1krszwpYQ0Es,
2025-11-06;SIE-EPN-2025-031;Subasta Inversa Electrónica;Adquisición de materiales eléctricos para realizar el mantenimiento de las instalaciones eléctricas de los edificios de la epn.;24910.83;530811;23615;Ejecución de contrato;1306429679001;https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=xNTEsBbonNY7EaJgr2PcNR3hXSpVM5739ZSuyyYWaBs,
2025-11-20;SIE-EPN-2025-032;Subasta Inversa Electrónica;Contratar el licenciamiento académico microsoft campus agreement;102587.66;530702 - 530704;86300.00;Ejecución de contrato;1791256115001;https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=7yRo0n_d8iSrE3Kys3YsItRk8qLKeGJYHEcw5-X_kVU,
2025-11-13;SIE-EPN-2025-034;Subasta Inversa Electrónica;Adquirir pantallas interactivas básicas para aulas de la epn;333927.3;840104 - 530813;136912.00;Ejecución de contrato;1792117933001;https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=PFhLodNuqdxx4MFjJoTHYDJNFiXgPnUOP6mXqc6AM6o,
2024-10-30;CDC-EPN-2024-003;Consultoría Contratación Directa;Actualización de los estudios para la repotenciación de las instalaciones del centro de irradiación del departamento de ciencias nucleares de la escuela politécnica nacional-fases 2 y 3;61830.00;730601;61830.00;Ejecución de contrato;1792377668001;https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=KdWi108EW2_BrNAowEsarF77gFZCPwEYhDYh4J62GXk,
2024-11-29;MCO-EPN-2024-004;Menor Cuantía;Sistema de extinción y detección de incendios liavms;58629.54;750501;58629.54;Ejecución de contrato;1793224978001;https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=HqnC9WI9OxGzMzAW6PaIrpkmdT8nlg8rg9tyXdn6zW8,
2024-10-14;PE-EPN-2024-005;Publicación - Publicación Especial;Contratar el servicio de acceso y uso de la plataforma de contenido científico referencial a literatura científica en el área de matemáticas;7769.50;530702;7769.50;Adjudicada;203932784;https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=28_an9vz55Pf1-zT1M7Ad-eP39Iu6Lc1WygTcQVm_oc,
2024-10-16;PE-EPN-2024-006;Publicación - Publicación Especial;Contratar el servicio de acceso y uso de la plataforma de contenido científico especializado en el área de informática, ingeniería eléctrica y electrónica;32735.00;530702;32735.00;Adjudicada;0960002780001;https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=G_vnG1ZXY1fvXVkyZ4I7V7HQ50JxOTlfZcTE5hEymi4,
2024-11-06;PE-EPN-2024-007;Publicación - Publicación Especial;Servicio de combustible diesel para el parque automotor de la epn - planta central;8985.59;530255;8985.59;Adjudicada;070269064500;https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=LTEg6nqxPs-jXqK5DQ3Ge08soJ7HPuRod5pXJYDX2SQ,
2024-10-29;SIE-EPN-2024-017;Subasta inversa electrónica;Contratar las suscripciones red hat enterprise linux for virtual datacenters standard por el período de tres años;77517.62;530702;55000.00;En recepción;1791738845001;https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=wSxhKv6ABHY359DzgowDifG1qT3A4lffj6w_WZ8p2G0,
2024-11-20;SIE-EPN-2024-029;Subasta inversa electrónica;Adquirir la solución de respaldos para la escuela politécnica nacional;192543.90;840107 - 530702 - 530704 - 530701;136000.00;Ejecución de contrato;1791950852001;https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=jBf4dOG5giUosdb39kpGwU65TdcYM1dL-TjmFUjQZWw,
2024-10-18;SIE-EPN-2024-040;Subasta inversa electrónica;Adquirir equipos de alto procesamiento para virtualización y portátiles de altas prestaciones;55043.00;840107 - 530704;52200.00;Ejecución de contrato;1792175704001;https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=T4b-QyTIc-U2hPP2KubfALQ4fWpxxupJL-taVHoUh70,
2024-11-25;SIE-EPN-2024-041;Subasta inversa electrónica;Contratación del servicio de montaje, logística y producción de eventos institucionales de la escuela politécnica nacional;100000.00;530249;64999.00;Ejecución de contrato;0931481584001;https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=18y1wHK_8d1Ba9qb_he1YT4NnJ2-JPMxDLIsUPJzsEo,
2024-10-22;SIE-EPN-2024-042;Subasta inversa electrónica;Adquisición de un vehículo para el rectorado;54773.48;840105;52029.33;Ejecución de contrato;1791998472001;https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=APjRmq07Nq2W9txliQzco7r1Ghfu40HlcdtSyTzBiaM,
2024-12-16;SIE-EPN-2024-043;Subasta inversa electrónica;Contratar la impresión de folletería, trípticos, roll ups, material pop e impreso de diversas características para la escuela politécnica nacional;99691.00;530204;61700.00;Ejecución de contrato;1803569175001;https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=g5kAmTncqetsqHY23IqKJ_0iThnfMbwbh3aCYA2wiDQ,
2024-11-14;SIE-EPN-2024-33;Subasta inversa electrónica;Adquirir una herramienta de gestión y correlación de eventos para detección de vulnerabilidades y seguridad informática;43700.00;530702 - 530701;32990.00;Ejecución de contrato;1791256115001;https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=sYv1a2dUVWXKzKjG1xF0dZ-vMzqajqAkT-O7TXqLubM,
2024-11-14;SIE-EPN-2024-38;Subasta inversa electrónica;Renovar garantías, licencias, soporte y mantenimiento de la solución de seguridad perimetral de la escuela politécnica nacional;92282.01;530243 - 530701;82990.00;Ejecución de contrato;1791256115001;https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=J2caSf3CZ6TE6emz9ihFvH8chO1WL0gZV7SbPrw6jr8,
2024-10-10;LICO-EPN-2024-002;Licitación;Aadecuación de la facultad de eléctrica y electrónica en el edificio 16;1477778.76;750501 - 840104 - 840104 - 730701;1339071.72;Adjudicado - registro de contratos;1716491970001;https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=zFiDewpa1YezDHppXsLF1qHbQEj_CTjymn_FzNrfa2E,
2024-09-20;PE-EPN-2024-002;Publicación - Publicación Especial;Contratar el servicio de acceso y uso de la plataforma de contenido científico especializado con acceso a normas técnicas de materiales, productos, sistemas y servicios.;32509.67;530702;32509.67;Adjudicada;27-0659705;https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=TdNptJkqweScZObcURS37qtPnYABqKtlWzDgfzTcSDo,
2024-10-10;PE-EPN-2024-004;Publicación - Publicación Especial;Contratar el servicio de acceso y uso de la plataforma de contenido científico especializado en las áreas de ciencias biológicas, matemáticas y estadísticas;6800.00;530702;6800.00;Adjudicada;203932784;https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=QluZmOxDIpZ_DNkIU86gstyRLWQi4YMCI8iYtIucvag,
2024-09-30;SIE-EPN-2024-007;Subasta inversa electrónica;Adquirir el soporte y garantía para equipos del supercomputador;15559.44;530701;14600.00;Ejecución de contrato;1790885186001;https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=3cpxs7hD-rdHtsofLfuO_tZPcJSNwpxzydo6Lf7cQrI,
2024-09-24;SIE-EPN-2024-016;Subasta inversa electrónica;Adquisición de equipos de diagnóstico y operación de fibra óptica para la tecnología superior en redes y telecomunicaciones;10600.00;530813 - 840104;9752.00;Ejecución de contrato;1791883098001;https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=Qo2A9TQ62izwYhryxJTsqG5UAbYpHF35MJ3WnQ4hGNE,
2024-09-17;SIE-EPN-2024-018;Subasta inversa electrónica;Adquirir repuestos e insumos para mantenimiento preventivo y correctivo de los equipos tecnológicos de la epn;45694.00;530813 - 530805 - 530811;30900.00;Ejecución de contrato;1714816301001;https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=ywxpWtk-s9euz3CMtXlqeNZKfrqQ3tzu_oagWtnL5D4,
2024-09-10;SIE-EPN-2024-019;Subasta inversa electrónica;Contratar el licenciamiento académico microsoft campus agreement y servicios conexos de implementación, soporte y mantenimiento para la escuela politécnica nacional por 1 (un) año;191939.65;530702 - 530701;181782.00;Ejecución de contrato;1791811852001;https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=7K-30KYMGAcfgQ9_DB-Sq77e2Y0WGk3VuZcu9wetWdY,
2024-10-02;SIE-EPN-2024-021;Subasta inversa electrónica;Implementar conectividad de red inalámbrica fase II;410857.29;840107 - 530701;284000.00;Ejecución de contrato;1791254791001;https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=Ez1cy4eZiDJEED0xCrV351edORH1266IaL3jUSiMmBQ,
2024-10-04;SIE-EPN-2024-024;Subasta inversa electrónica;Realizar evaluaciones clínicas de vigilancia de la salud en el trabajo;57093.00;530226;31005.00;Ejecución de contrato;1791946383001;https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=6hmwuDBpZW9h_BLOHvGS3uAflwVvLXfYsFvJkhTIU9Q,
2024-09-24;SIE-EPN-2024-026;Subasta inversa electrónica;Contratación del servicio de instalación de cortinas roller tipo black out en edificios de la epn.;29989.77;730402;18499.00;Ejecución de contrato;1804711826001;https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=tmtPSGIsXg_si6ms2rqD-hmi2hfimSG-SZi5oIHPY7E,
2024-08-29;COTO-EPN-2024-003;Cotización;Adecuaciones para la facultad de ingeniería civil y ambiental de la escuela politécnica nacional;504125.86;750501;428242.97;En Recepción;1713735809001;https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=1OaYpCT1Lazm66gwlfJm8bvKeJcYFTUYiADnYNgLcAs,
2024-08-30;COTO-EPN-2024-004;Cotización;Adecuación de oficinas de docentes y baterías sanitarias en los edificios 15 y 17 de la escuela politécnica nacional;419590.03;750501;373194.07;Ejecución de contrato;602290025001;https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=HM36zshI_NgLS73N7dBuPtj3dcIK4ZHU9qw1DPPGvxc,
2024-08-23;MCO-EPN-2024-002;Menor Cuantía;Adecuaciones de oficinas de la dirección de gestión de la información y procesos;202180.57;750501;202180.57;Ejecución de contrato;1705246666001;https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=qEZQTlymL9tpySiNCFe2JeqST_ctAfq3HuHyGEtIhl0,
2024-08-26;SIE-EPN-2024-012;Subasta Inversa Electrónica;Adquisición de cámaras de seguridad para la epn.;60043.56;840104;35990.00;Ejecución de contrato;1891737129001;https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=8gbGYfbZ-UWiHGoVuaYXwczjceY-9BYqfxc6Zpc06VM,
2024-09-03;SIE-EPN-2024-022;Subasta Inversa Electrónica;Sistema automatizado de control de accesos peatonales y vehiculares para la escuela politécnica nacional;164634.36;840104 - 730404;139900.00;Ejecución de contrato;1716912777001;https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=yqRCfBTnTm1BhM2JT7qQe-HBrcbV-kb0qLlAJLEGzA8,
2025-05-15;CDC-EPN-2025-006;Consultoría Contratación Directa;Estudio de estado actual y alternativas de reforzamiento para el edificio 6, facultad de ingeniería civil y ambiental de la escuela politécnica nacional;65820.30;730601;65820.30;Ejecución de contrato;1703610517001;https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=F3EJw9QzY9kBZdPo09SgKI4tqob4pmr7daXbn10IxMc,
2025-05-20;COTS-EPN-2025-001;Cotización;Contratar el servicio de agencias de viaje para la adquisición de pasajes aéreos de rutas nacionales e internacionales para las actividades de la epn;214995.02;530301 - 530302;214995.02;Ejecución de contrato;1792271576001 - 1791226054001;https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=RlfU4tXu0IOqijYl7EICoZ5fFU1qSgxcI9ciZEyq8KA,
2025-06-20;SIE-EPN-2025-009;Subasta Inversa Electrónica;Adquirir una cámara lidar para el departamento de geología;12000.00;840104;11280;Ejecución de contrato;1706647821001;https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=Maw9Ig63fS46wjUwG6i6ebUpyIeFGRuRU4Hdk47kPdI,
2025-07-11;SIE-EPN-2025-010;Subasta Inversa Electrónica;Adquirir equipos, repuestos y accesorios para el laboratorio de Instrumentación y Redes Industriales;24997.00;530813 - 840104;23247.21;Ejecución de contrato;1792919568001;https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=7rf5RCWtqV1obsoAtaayvdtZWr88Dodh50PW380pEAA,
2025-06-27;SIE-EPN-2025-014;Subasta Inversa Electrónica;Adquisición de equipos para el laboratorio de bioprocesos;9519.00;840104;8852.67;En Recepción;1793191374001;https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=B0fZluPtxfYJYjSgFZ_Xf2YAh-oVFLufAI5Ny9cue5E,
2025-06-30;SIE-EPN-2025-015;Subasta Inversa Electrónica;Contratación del servicio de mantenimiento preventivo y correctivos de equipos especializados del decab;16051.05;530404;15007.73;Ejecución de contrato;1792010071001;https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=VwlV6j7OfQu2CYho5KlmJR59nC8c-PJvVuanCXl0-00,
2025-03-25;CDC-EPN-2025-002;Consultoría Contratación Directa;Actualización de estudios para la construcción del nuevo edificio para el centro de investigación de la facultad de ingeniería mecánica (fim) de la escuela politécnica nacional;29587.20;730601;29587.2;Ejecución de contrato;0401430814001;https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=3kr03AZRmZM2wZKah-1yuEte_gcfHL0vwSVx6uvmbN8,
2025-03-14;CDC-EPN-2025-003;Consultoría Contratación Directa;Consultoría para el proyecto del sistema de generación distribuida para autoabastecimiento de la escuela politécnica nacional;57828.57;730601;57828.57;Ejecución de contrato;1707724066001;https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=Myu_TbBNqDWuO7ocAw_l8u0ZnbeRUXa3rW1Aur69PdM,
2025-03-14;CDC-EPN-2025-004;Consultoría Contratación Directa;Estudios y diseños para el desarrollo del proyecto paisajístico, arquitectónico y de ingenierías del campus politécnico “josé rubén orellana ricaurte”;63332.00;730601;63332.00;Ejecución de contrato;1713338612001;https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=9Y7LCIZ9d7vgGzV5VPEr5AlzS6rJawDKoHIp96yKuQQ,
2025-03-24;CDC-EPN-2025-005;Consultoría Contratación Directa;Contratar el servicio de auditoría para la certificación de ser una institución sin fines de lucro del ejercicio económico 2024;7000.00;530601;7000.00;En Recepción;1793013880001;https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=Lzp8dWkdKKOzBXTYx7dc7YjiccJVKl1hGLZiNwYb-FQ,
2025-03-06;PE-EPN-2025-001;Publicación - Publicación Especial;Contratar el servicio de asesoría para postular a la acreditación internacional eur - ace de quince 15 carreras de la epn;147000.00;530601;147000;Adjudicada;516351052;https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=YEzIvMsawkk5EFUHFFFGmJ7uCSG7CMumdgbtCOkC2bI,
